"eid"	"prism.doi"	"pii"	"dc.title"	"prism.coverDate"	"prism.volume"	"prism.pageRange"	"dc.creator"	"citedby.count"	"article.number"	"source.id"	"pubmed.id"	"dc.identifier"	"Topic0"	"Topic1"	"Topic2"	"Topic3"	"Topic4"	"Topic5"	"Topic6"	"Topic7"	"Topic8"	"Topic9"	"dominant_topic"	"eid"	"pii"	"neg"	"neu"	"pos"	"compound"	"eid"	"pii"	"year"
"2-s2.0-0001573485"	"10.1006/jhev.1996.0010"	"S004724849690010X"	"Age of Australopithecus afarensis from Fejej, Ethiopia"	"1996-01-01"	30	"139-146"	"Kappelman J."	33	NA	18927	NA	"SCOPUS_ID:0001573485"	0	0.78	0	0	0.12	0	0.03	0.07	0	0	1	"2-s2.0-0001573485"	"S004724849690010X"	0.008	0.91	0.082	0.9595	"2-s2.0-0001573485"	"S004724849690010X"	"1996"
"2-s2.0-0034091232"	"10.1006/jhev.1999.0390"	"S0047248499903901"	"The current state of Korean paleoanthropology"	"2000-01-01"	38	"803-825"	"Norton C."	56	NA	18927	10835263	"SCOPUS_ID:0034091232"	0.19	0.14	0.09	0	0	0	0.57	0	0	0.01	6	"2-s2.0-0034091232"	"S0047248499903901"	0.01	0.976	0.014	0.8481	"2-s2.0-0034091232"	"S0047248499903901"	"2000"
"2-s2.0-85058646392"	"10.1016/j.jhevol.2018.11.012"	"S0047248418302008"	"New data for the Early Upper Paleolithic of Kostenki (Russia)"	"2019-02-01"	127	"21-40"	"Dinnis R."	23	NA	18927	30777356	"SCOPUS_ID:85058646392"	0.03	0	0	0	0	0	0.97	0	0	0	6	"2-s2.0-85058646392"	"S0047248418302008"	0.022	0.919	0.059	0.9999	"2-s2.0-85058646392"	"S0047248418302008"	"2019"
"2-s2.0-0032194745"	"10.1006/jhev.1998.0234"	"S0047248498902342"	"Radiographic and histological methodologies in estimating the chronology of crown development in modern humans and great apes: A review, with some applications for studies on juvenile hominids"	"1998-01-01"	35	"351-370"	"Beynon A.D."	40	NA	18927	9774499	"SCOPUS_ID:0032194745"	0.03	0	0.46	0.06	0	0	0	0	0.45	0	2	"2-s2.0-0032194745"	"S0047248498902342"	0.024	0.82	0.156	0.9984	"2-s2.0-0032194745"	"S0047248498902342"	"1998"
"2-s2.0-0030466951"	"10.1006/jhev.1996.0055"	"S004724849690055X"	"Can Llobateres: The pattern and timing of the Vallesian hominoid radiation reconsidered"	"1996-01-01"	31	"143-155"	"Agustí J."	35	NA	18927	NA	"SCOPUS_ID:0030466951"	0.45	0.31	0	0	0	0	0	0.23	0	0	0	"2-s2.0-0030466951"	"S004724849690055X"	0	0.91	0.09	0.9866	"2-s2.0-0030466951"	"S004724849690055X"	"1996"
"2-s2.0-0242494287"	"10.1016/j.jhevol.2003.08.007"	"S0047248403001210"	"Homo erectus, Homo ergaster, Homo \"cepranensis,\" and the Daka cranium"	"2003-01-01"	45	"255-259"	"Gilbert W."	33	NA	18927	14580596	"SCOPUS_ID:0242494287"	0.05	0	0.22	0	0.45	0.27	0	0	0	0	4	"2-s2.0-0242494287"	"S0047248403001210"	0.049	0.873	0.078	0.992	"2-s2.0-0242494287"	"S0047248403001210"	"2003"
"2-s2.0-85068038631"	"10.1016/j.jhevol.2019.05.017"	"S0047248418302458"	"The radiation of macaques out of Africa: Evidence from mitogenome divergence times and the fossil record"	"2019-08-01"	133	"114-132"	"Roos C."	11	NA	18927	31358175	"SCOPUS_ID:85068038631"	0.03	0.37	0.16	0	0	0.01	0	0.26	0.01	0.15	1	"2-s2.0-85068038631"	"S0047248418302458"	0.016	0.932	0.053	1	"2-s2.0-85068038631"	"S0047248418302458"	"2019"
"2-s2.0-84870058498"	"10.1016/j.jhevol.2012.09.004"	"S0047248412001637"	"The human operational sex ratio: Effects of marriage, concealed ovulation, and menopause on mate competition"	"2012-01-01"	63	"834-842"	"Marlowe F."	35	NA	18927	23117051	"SCOPUS_ID:84870058498"	0	0	0.08	0.07	0	0	0	0	0	0.85	9	"2-s2.0-84870058498"	"S0047248412001637"	0.034	0.868	0.098	0.9999	"2-s2.0-84870058498"	"S0047248412001637"	"2012"
"2-s2.0-84920394089"	"10.1016/j.jhevol.2014.06.014"	"S0047248414002280"	"Craniofacial modularity, character analysis, and the evolution of the premaxilla in early African hominins"	"2014-12-01"	77	"143-154"	"Villmoare B.A."	7	NA	18927	25449953	"SCOPUS_ID:84920394089"	0.01	0	0.02	0	0.3	0.67	0	0.01	0	0	5	"2-s2.0-84920394089"	"S0047248414002280"	0.015	0.896	0.089	0.9999	"2-s2.0-84920394089"	"S0047248414002280"	"2014"
"2-s2.0-85064223321"	"10.1016/j.jhevol.2019.03.018"	"S0047248418303567"	"The first Neanderthal specimen from Serbia: Maxillary first molar from the Late Pleistocene of Pešturina Cave"	"2019-06-01"	131	"139-151"	"Radović P."	5	NA	18927	31182199	"SCOPUS_ID:85064223321"	0.3	0	0	0	0	0	0.18	0	0.52	0	8	"2-s2.0-85064223321"	"S0047248418303567"	0.012	0.932	0.056	0.9998	"2-s2.0-85064223321"	"S0047248418303567"	"2019"
"2-s2.0-0020064647"	"10.1016/S0047-2484(82)80050-X"	"S004724848280050X"	"Chromosome heteromorphisms in Cebus apella"	"1982-01-01"	11	"xx-xx"	"Freitas L."	20	NA	18927	NA	"SCOPUS_ID:0020064647"	0	0	0.85	0	0	0.02	0	0.08	0	0.05	2	"2-s2.0-0020064647"	"S004724848280050X"	0.033	0.922	0.045	0.9783	"2-s2.0-0020064647"	"S004724848280050X"	"1982"
"2-s2.0-0033136646"	"10.1006/jhev.1998.0289"	"S0047248498902895"	"Brachial and crural indices of European Late Upper Paleolithic and Mesolithic humans"	"1999-01-01"	36	"549-566"	"Holliday T."	103	NA	18927	10222169	"SCOPUS_ID:0033136646"	0.36	0.01	0.1	0.52	0	0	0	0	0	0	3	"2-s2.0-0033136646"	"S0047248498902895"	0.025	0.902	0.073	0.9821	"2-s2.0-0033136646"	"S0047248498902895"	"1999"
"2-s2.0-0020416488"	"10.1016/S0047-2484(82)80101-2"	"S0047248482801012"	"Human blood groups of the Chinese population of Macau 1. Blood groups ABO, Rhesus, MNSs, Kidd, Duffy and Diego"	"1982-01-01"	11	"481-486"	"Rouger P."	1	NA	18927	NA	"SCOPUS_ID:0020416488"	0.02	0	0.98	0	0	0	0	0	0	0	2	"2-s2.0-0020416488"	"S0047248482801012"	0.022	0.899	0.078	0.9975	"2-s2.0-0020416488"	"S0047248482801012"	"1982"
"2-s2.0-0009922531"	"10.1016/S0047-2484(85)80006-3"	"S0047248485800063"	"Plio-pleistocene hominid diets: an approach combining masticatory and ecological analysis"	"1985-01-01"	14	"187-202"	"Lucas P.W."	45	NA	18927	NA	"SCOPUS_ID:0009922531"	0	0.15	0.16	0	0.02	0.3	0	0	0.18	0.18	5	"2-s2.0-0009922531"	"S0047248485800063"	0.04	0.876	0.084	0.9998	"2-s2.0-0009922531"	"S0047248485800063"	"1985"
"2-s2.0-34447494798"	"10.1016/S0047-2484(83)80164-X"	"S004724848380164X"	"On the north indochinese gibbons (Hylobates concolor) (Primates: Hylobatidae) in North Vietnam"	"1983-01-01"	12	"367-372"	"Dao Van Tien "	16	NA	18927	NA	"SCOPUS_ID:34447494798"	0.02	0.36	0.47	0	0	0	0	0.14	0	0	2	"2-s2.0-34447494798"	"S004724848380164X"	0.013	0.94	0.047	0.9919	"2-s2.0-34447494798"	"S004724848380164X"	"1983"
"2-s2.0-0017714699"	"10.1016/S0047-2484(77)80008-0"	"S0047248477800080"	"Distances between Australian aborigines and certain other populations based on dental measurements"	"1977-01-01"	6	"403-418"	"Hanihara K."	17	NA	18927	NA	"SCOPUS_ID:0017714699"	0	0	0.62	0	0	0.12	0	0	0.25	0	2	"2-s2.0-0017714699"	"S0047248477800080"	0.012	0.916	0.072	0.9996	"2-s2.0-0017714699"	"S0047248477800080"	"1977"
"2-s2.0-77954218799"	"10.1016/j.jhevol.2010.04.008"	"S0047248410000850"	"New evidence for a 67,000-year-old human presence at Callao Cave, Luzon, Philippines"	"2010-01-01"	59	"123-132"	"Mijares A.S."	164	NA	18927	20569967	"SCOPUS_ID:77954218799"	0.19	0.04	0	0.03	0.05	0	0.45	0.22	0.02	0	6	"2-s2.0-77954218799"	"S0047248410000850"	0.029	0.902	0.069	0.9995	"2-s2.0-77954218799"	"S0047248410000850"	"2010"
"2-s2.0-84860323611"	"10.1016/j.jhevol.2012.01.010"	"S0047248412000358"	"Sex at Sterkfontein: 'Mrs. Ples' is still an adult female"	"2012-01-01"	62	"593-604"	"Grine F.E."	10	NA	18927	NA	"SCOPUS_ID:84860323611"	0	0	0.03	0.01	0.76	0	0	0	0.19	0.02	4	"2-s2.0-84860323611"	"S0047248412000358"	0.04	0.892	0.068	0.9996	"2-s2.0-84860323611"	"S0047248412000358"	"2012"
"2-s2.0-85048711638"	"10.1016/j.jhevol.2018.03.010"	"S0047248417305134"	"Oldest evidence for grooming claws in euprimates"	"2018-09-01"	122	"1-22"	"Boyer D."	3	NA	18927	29935935	"SCOPUS_ID:85048711638"	0	0.07	0.04	0	0	0.19	0	0.69	0.02	0	7	"2-s2.0-85048711638"	"S0047248417305134"	0.02	0.918	0.061	0.9999	"2-s2.0-85048711638"	"S0047248417305134"	"2018"
"2-s2.0-84860389220"	"10.1016/j.jhevol.2011.07.004"	"S0047248411001643"	"New vertebral and rib material point to modern bauplan of the Nariokotome Homo erectus skeleton"	"2011-01-01"	61	"575-582"	"Haeusler M."	46	NA	18927	NA	"SCOPUS_ID:84860389220"	0.17	0	0.02	0.09	0.23	0	0.01	0.49	0	0	7	"2-s2.0-84860389220"	"S0047248411001643"	0.033	0.878	0.089	0.9997	"2-s2.0-84860389220"	"S0047248411001643"	"2011"
"2-s2.0-0015951718"	"10.1016/0047-2484(74)90195-X"	"004724847490195X"	"Sexual differences in adult skulls of Pan troglodytes"	"1974-01-01"	3	"xx-xx"	"Fenart R."	10	NA	18927	NA	"SCOPUS_ID:0015951718"	0.14	0	0.16	0.03	0.39	0.23	0	0	0	0.04	4	"2-s2.0-0015951718"	"004724847490195X"	0.021	0.899	0.081	0.9984	"2-s2.0-0015951718"	"004724847490195X"	"1974"
"2-s2.0-0032098253"	"10.1006/jhev.1998.0219"	"S0047248498902196"	"Late Pleistocene human population bottlenecks, volcanic winter, and differentiation of modern humans"	"1998-01-01"	34	"623-651"	"Ambrose S."	393	NA	18927	9650103	"SCOPUS_ID:0032098253"	0.1	0.39	0.25	0	0	0	0.25	0	0	0.01	1	"2-s2.0-0032098253"	"S0047248498902196"	0.018	0.947	0.035	0.9908	"2-s2.0-0032098253"	"S0047248498902196"	"1998"
"2-s2.0-85084215594"	"10.1016/j.jhevol.2020.102791"	"S004724842030052X"	"Great apes and humans evolved from a long-backed ancestor"	"2020-07-01"	144	"xx-xx"	"Machnicki A.L."	2	102791	18927	32388009	"SCOPUS_ID:85084215594"	0	0	0.06	0.12	0.04	0.03	0	0.7	0	0.05	7	"2-s2.0-85084215594"	"S004724842030052X"	0.016	0.9	0.084	1	"2-s2.0-85084215594"	"S004724842030052X"	"2020"
"2-s2.0-34548534477"	"10.1016/j.jhevol.2007.04.008"	"S0047248407001054"	"Paleoenvironment of Dryopithecus brancoi at Rudabánya, Hungary: evidence from dental meso- and micro-wear analyses of large vegetarian mammals"	"2007-01-01"	53	"331-349"	"Merceron G."	87	NA	18927	17719619	"SCOPUS_ID:34548534477"	0	0.47	0	0	0	0.27	0.01	0.04	0.14	0.07	1	"2-s2.0-34548534477"	"S0047248407001054"	0.022	0.927	0.051	0.9997	"2-s2.0-34548534477"	"S0047248407001054"	"2007"
"2-s2.0-0032071335"	"10.1006/jhev.1997.0210"	"S0047248497902104"	"Discrete trait and dental morphometric affinities of the Tabun 2 mandible"	"1998-01-01"	34	"443-468"	"Stefan V.H."	65	NA	18927	9614633	"SCOPUS_ID:0032071335"	0.93	0.02	0	0.03	0	0	0	0	0.02	0	0	"2-s2.0-0032071335"	"S0047248497902104"	0.002	0.969	0.029	0.9945	"2-s2.0-0032071335"	"S0047248497902104"	"1998"
"2-s2.0-0031204348"	"10.1006/jhev.1997.0137"	"S0047248497901378"	"Surface modifications of the Sima de los Huesos fossil humans"	"1997-01-01"	33	"191-217"	"Andrews P."	121	NA	18927	9300342	"SCOPUS_ID:0031204348"	0.38	0.06	0	0	0	0	0.54	0	0	0.03	6	"2-s2.0-0031204348"	"S0047248497901378"	0.051	0.861	0.088	0.9891	"2-s2.0-0031204348"	"S0047248497901378"	"1997"
"2-s2.0-84893741076"	"10.1016/j.jhevol.2013.12.008"	"S0047248414000086"	"Micro-finite element (μFE) modeling of the siamang (Symphalangus syndactylus) third proximal phalanx: The functional role of curvature and the flexor sheath ridge"	"2014-02-01"	67	"60-75"	"Huynh Nguyen N."	16	NA	18927	24496040	"SCOPUS_ID:84893741076"	0	0	0	0.42	0	0.15	0	0.43	0	0	7	"2-s2.0-84893741076"	"S0047248414000086"	0.05	0.861	0.089	0.9999	"2-s2.0-84893741076"	"S0047248414000086"	"2014"
"2-s2.0-0001811284"	"10.1016/S0047-2484(82)80031-6"	"S0047248482800316"	"Tool-using skills of orang-utans"	"1982-01-01"	11	"xx-xx"	"Lethmate J."	66	NA	18927	NA	"SCOPUS_ID:0001811284"	0	0	0.06	0	0	0	0	0	0	0.94	9	"2-s2.0-0001811284"	"S0047248482800316"	0.051	0.842	0.107	0.9999	"2-s2.0-0001811284"	"S0047248482800316"	"1982"
"2-s2.0-84921664806"	"10.1016/j.jhevol.2014.06.018"	"S0047248414002541"	"Ancient DNA analysis of dental calculus"	"2015-02-01"	79	"119-124"	"Weyrich L."	67	NA	18927	25476244	"SCOPUS_ID:84921664806"	0.02	0.03	0.56	0	0	0.12	0.18	0	0.09	0.01	2	"2-s2.0-84921664806"	"S0047248414002541"	0.022	0.919	0.059	0.9992	"2-s2.0-84921664806"	"S0047248414002541"	"2015"
"2-s2.0-0037224086"	"10.1016/S0047-2484(02)00165-3"	"S0047248402001653"	"Mediolateral reaction forces and forelimb anatomy in quadrupedal primates: Implications for interpreting locomotor behavior in fossil primates"	"2003-01-01"	44	"47-58"	"Schmitt D."	48	NA	18927	12604303	"SCOPUS_ID:0037224086"	0	0	0	0.6	0	0	0	0.4	0	0	3	"2-s2.0-0037224086"	"S0047248402001653"	0.029	0.887	0.084	0.9996	"2-s2.0-0037224086"	"S0047248402001653"	"2003"
"2-s2.0-0023583101"	"10.1016/0047-2484(87)90076-5"	"47248487900765"	"The dental developmental status of six East African juvenile fossil hominids"	"1987-01-01"	16	"197-213"	"Dean M."	67	NA	18927	NA	"SCOPUS_ID:0023583101"	0	0	0.07	0	0.15	0	0	0	0.79	0	8	"2-s2.0-0023583101"	"47248487900765"	0.063	0.864	0.073	0.9937	"2-s2.0-0023583101"	"47248487900765"	"1987"
"2-s2.0-0028862691"	"10.1006/jhev.1995.1042"	"S0047248485710421"	"Fractal analysis of the Orce skull sutures"	"1995-01-01"	28	"561-575"	"Gibert J."	44	NA	18927	NA	"SCOPUS_ID:0028862691"	0.38	0.11	0	0	0.28	0.15	0	0	0	0.06	0	"2-s2.0-0028862691"	"S0047248485710421"	0.018	0.929	0.053	0.9501	"2-s2.0-0028862691"	"S0047248485710421"	"1995"
"2-s2.0-0035983988"	"10.1006/jhev.2002.0556"	"S0047248402905567"	"New evidence for hominid presence in the Lower Pleistocene of the Southern Levant"	"2002-01-01"	43	"43-56"	"Belmaker M."	60	NA	18927	12098209	"SCOPUS_ID:0035983988"	0.26	0.3	0	0	0.11	0	0.26	0	0.07	0	1	"2-s2.0-0035983988"	"S0047248402905567"	0.049	0.929	0.023	-0.9815	"2-s2.0-0035983988"	"S0047248402905567"	"2002"
"2-s2.0-84919650423"	"10.1016/j.jhevol.2014.10.019"	"S0047248414002668"	"Fine-scale genetic assessment of sex-specific dispersal patterns in a multilevel primate society"	"2015-01-01"	78	"103-113"	"Städele V."	20	NA	18927	25466516	"SCOPUS_ID:84919650423"	0	0.03	0.24	0	0	0.05	0	0	0	0.68	9	"2-s2.0-84919650423"	"S0047248414002668"	0.021	0.893	0.086	0.9999	"2-s2.0-84919650423"	"S0047248414002668"	"2015"
"2-s2.0-58149408256"	"10.1016/S0047-2484(82)80019-5"	"S0047248482800195"	"A proposed modification to the standard karyotype of the bornean and sumatran organg-utan (Pongo pygmaeus pygmaeus and Pongo pygmaeus abelii)"	"1982-01-01"	11	"xx-xx"	"Seuánez H."	2	NA	18927	NA	"SCOPUS_ID:58149408256"	0	0	0.64	0	0	0	0	0.14	0	0.22	2	"2-s2.0-58149408256"	"S0047248482800195"	0.014	0.896	0.09	0.995	"2-s2.0-58149408256"	"S0047248482800195"	"1982"
"2-s2.0-85048068776"	"10.1016/j.jhevol.2018.05.005"	"S0047248418300824"	"The primate remains from Roc de Santa (Late Eocene, NE Spain) revisited: New taxonomic allocation"	"2018-08-01"	121	"254-259"	"Minwer-Barakat R."	1	NA	18927	29886005	"SCOPUS_ID:85048068776"	0.18	0.02	0	0	0	0	0	0.02	0.77	0	8	"2-s2.0-85048068776"	"S0047248418300824"	0.03	0.904	0.067	0.9986	"2-s2.0-85048068776"	"S0047248418300824"	"2018"
"2-s2.0-48349121509"	"10.1016/j.jhevol.2007.12.008"	"S0047248408000511"	"Dental remains from Dmanisi (Republic of Georgia): Morphological analysis and comparative study"	"2008-01-01"	55	"249-273"	"Martinón-Torres M."	94	NA	18927	18486183	"SCOPUS_ID:48349121509"	0.17	0	0	0	0.29	0	0	0	0.55	0	8	"2-s2.0-48349121509"	"S0047248408000511"	0.038	0.908	0.055	0.9996	"2-s2.0-48349121509"	"S0047248408000511"	"2008"
"2-s2.0-78649447472"	"10.1016/j.jhevol.2010.09.004"	"S0047248410001892"	"Metatarsal fusion pattern and developmental morphology of the Olduvai Hominid 8 foot: Evidence of adolescence"	"2011-01-01"	60	"58-69"	"Susman R."	9	NA	18927	NA	"SCOPUS_ID:78649447472"	0	0	0.05	0.1	0.12	0	0.07	0.53	0.02	0.1	7	"2-s2.0-78649447472"	"S0047248410001892"	0.032	0.9	0.069	0.9995	"2-s2.0-78649447472"	"S0047248410001892"	"2011"
"2-s2.0-85064041855"	"10.1016/j.jhevol.2019.03.005"	"S004724841830157X"	"Variability in the organization and size of hunter-gatherer groups: Foragers do not live in small-scale societies"	"2019-06-01"	131	"96-108"	"Bird D.W."	18	NA	18927	31182209	"SCOPUS_ID:85064041855"	0	0.05	0.22	0	0	0	0.21	0	0	0.52	9	"2-s2.0-85064041855"	"S004724841830157X"	0.022	0.88	0.097	0.9999	"2-s2.0-85064041855"	"S004724841830157X"	"2019"
"2-s2.0-0242400830"	"10.1016/S0047-2484(86)80041-0"	"S0047248486800410"	"Freed hands or enslaved feet? A note on the behavioural implications of ground-dwelling bipedalism"	"1986-01-01"	15	"143-150"	"Richards G."	8	NA	18927	NA	"SCOPUS_ID:0242400830"	0	0	0.31	0.11	0.06	0	0.05	0.03	0	0.42	9	"2-s2.0-0242400830"	"S0047248486800410"	0.049	0.81	0.141	0.9998	"2-s2.0-0242400830"	"S0047248486800410"	"1986"
"2-s2.0-0035998889"	"10.1006/jhev.2001.0537"	"S0047248401905378"	"A quantitative morphometric comparative analysis of the primate temporal lobe"	"2002-01-01"	42	"505-533"	"Rilling J."	130	NA	18927	11969295	"SCOPUS_ID:0035998889"	0	0	0	0	0	0.88	0	0	0	0.12	5	"2-s2.0-0035998889"	"S0047248401905378"	0.015	0.915	0.069	0.9945	"2-s2.0-0035998889"	"S0047248401905378"	"2002"
"2-s2.0-84990154236"	"10.1016/S0047-2484(81)80062-0"	"S0047248481800620"	"Strategy and tactics in male gray langur competition"	"1981-01-01"	10	"245-253"	"Curtin R."	13	NA	18927	NA	"SCOPUS_ID:84990154236"	0	0	0.19	0	0	0	0	0	0	0.81	9	"2-s2.0-84990154236"	"S0047248481800620"	0.086	0.772	0.142	0.9993	"2-s2.0-84990154236"	"S0047248481800620"	"1981"
"2-s2.0-0021071508"	"10.1016/S0047-2484(83)80139-0"	"S0047248483801390"	"Genetic studies of Gc (vitamin D binding globulin) polymorphism in the population of Latium (Italy)"	"1983-01-01"	12	"439-441"	"Petrucci R."	4	NA	18927	NA	"SCOPUS_ID:0021071508"	0	0.05	0.95	0	0	0	0	0	0	0	2	"2-s2.0-0021071508"	"S0047248483801390"	0.01	0.895	0.095	0.9981	"2-s2.0-0021071508"	"S0047248483801390"	"1983"
"2-s2.0-85034211932"	"10.1016/j.jhevol.2017.10.010"	"S0047248416302123"	"Maturation is prolonged and variable in female chimpanzees"	"2018-01-01"	114	"131-140"	"Walker K."	33	NA	18927	29447755	"SCOPUS_ID:85034211932"	0	0	0.01	0.01	0	0.01	0	0	0	0.97	9	"2-s2.0-85034211932"	"S0047248416302123"	0.04	0.883	0.077	0.9997	"2-s2.0-85034211932"	"S0047248416302123"	"2018"
"2-s2.0-34548252467"	"10.1016/j.jhevol.2007.01.010"	"S0047248407001042"	"Revisiting the adaptive origins of primates (again)"	"2007-01-01"	53	"321-324"	"Silcox M.T."	19	NA	18927	17628633	"SCOPUS_ID:34548252467"	0	0.07	0.17	0.02	0	0.13	0	0.61	0.01	0	7	"2-s2.0-34548252467"	"S0047248407001042"	0.027	0.912	0.061	0.9971	"2-s2.0-34548252467"	"S0047248407001042"	"2007"
"2-s2.0-80053384588"	"10.1016/j.jhevol.2011.07.005"	"S0047248411001655"	"Skeletal correlates of quadrupedalism and climbing in the anthropoid forelimb: Implications for inferring locomotion in Miocene catarrhines"	"2011-01-01"	61	"564-574"	"Rein T."	16	NA	18927	NA	"SCOPUS_ID:80053384588"	0	0	0	0.24	0	0.13	0	0.62	0	0.01	7	"2-s2.0-80053384588"	"S0047248411001655"	0.014	0.916	0.069	0.9999	"2-s2.0-80053384588"	"S0047248411001655"	"2011"
"2-s2.0-85049873465"	"10.1016/j.jhevol.2018.06.007"	"S0047248417305122"	"Interbreeding between Neanderthals and modern humans: Remarks and methodological dangers of a dental calculus microbiome analysis"	"2019-01-01"	126	"124-126"	"Charlier P."	3	NA	18927	30029803	"SCOPUS_ID:85049873465"	0.21	0	0.59	0	0	0.11	0	0	0.03	0.06	2	"2-s2.0-85049873465"	"S0047248417305122"	0.035	0.903	0.062	0.9943	"2-s2.0-85049873465"	"S0047248417305122"	"2019"
"2-s2.0-0021612051"	"10.1016/S0047-2484(84)80052-4"	"S0047248484800524"	"On the presumed coevolution of brain size"	"1984-01-01"	13	"371-376"	"Hofman M."	15	NA	18927	NA	"SCOPUS_ID:0021612051"	0	0	0.57	0.08	0.01	0.29	0	0	0	0.05	2	"2-s2.0-0021612051"	"S0047248484800524"	0.025	0.885	0.09	0.999	"2-s2.0-0021612051"	"S0047248484800524"	"1984"
"2-s2.0-45149146622"	"10.1016/0047-2484(89)90033-X"	"004724848990033X"	"Preface"	"1989-01-01"	18	"293-294"	"Shipman P."	0	NA	18927	NA	"SCOPUS_ID:45149146622"	0	0	0.46	0	0	0	0.25	0	0	0.29	2	"2-s2.0-45149146622"	"004724848990033X"	0.051	0.835	0.113	0.9905	"2-s2.0-45149146622"	"004724848990033X"	"1989"
"2-s2.0-0347102483"	"10.1016/S0047-2484(85)80007-5"	"S0047248485800075"	"Cannibalism and burial at Krapina"	"1985-01-01"	14	"203-216"	"Trinkaus E."	75	NA	18927	NA	"SCOPUS_ID:0347102483"	0.41	0	0.16	0.03	0.02	0	0.35	0.02	0	0	0	"2-s2.0-0347102483"	"S0047248485800075"	0.039	0.906	0.055	0.9965	"2-s2.0-0347102483"	"S0047248485800075"	"1985"
"2-s2.0-0033136243"	"10.1006/jhev.1998.0288"	"S0047248498902883"	"Late Turolian Mesopithecus (mammalia, primates, colobinae) from Italy"	"1999-01-01"	36	"535-547"	"Rook L."	32	NA	18927	10222168	"SCOPUS_ID:0033136243"	0.34	0.44	0.07	0	0	0	0	0	0.15	0	1	"2-s2.0-0033136243"	"S0047248498902883"	0.037	0.924	0.039	0.3818	"2-s2.0-0033136243"	"S0047248498902883"	"1999"
"2-s2.0-0033512696"	"10.1006/jhev.1999.0282"	"S0047248499902828"	"The Pleistocene site of Gran Dolina, Sierra de Atapuerca, Spain: A history of the archaeological investigations"	"1999-01-01"	37	"313-324"	"Carbonell E."	56	NA	18927	10496989	"SCOPUS_ID:0033512696"	0.74	0	0	0	0	0	0.26	0	0	0	0	"2-s2.0-0033512696"	"S0047248499902828"	0.009	0.949	0.042	0.9849	"2-s2.0-0033512696"	"S0047248499902828"	"1999"
"2-s2.0-85019890304"	"10.1016/j.jhevol.2017.03.006"	"S0047248417301161"	"Evolution of the hominin knee and ankle"	"2017-07-01"	108	"147-160"	"Frelat M."	7	NA	18927	28622927	"SCOPUS_ID:85019890304"	0.15	0	0	0.3	0.19	0.08	0	0.27	0	0	3	"2-s2.0-85019890304"	"S0047248417301161"	0.013	0.9	0.087	1	"2-s2.0-85019890304"	"S0047248417301161"	"2017"
"2-s2.0-28144433840"	"10.1016/0047-2484(91)90016-O"	"004724849190016O"	"Species, species concepts and hominid evolution. A Theory of Human and Primate Evolution. By Colin Groves (1989). New York: Oxford University Press. xii+375 pp. $75.00. ISBN 0-19-857629-3"	"1991-01-01"	20	"355-371"	"Kimbel W."	22	NA	18927	NA	"SCOPUS_ID:28144433840"	0.02	0.06	0.37	0	0.44	0.08	0.01	0.01	0	0.03	4	"2-s2.0-28144433840"	"004724849190016O"	0.038	0.888	0.074	0.9998	"2-s2.0-28144433840"	"004724849190016O"	"1991"
"2-s2.0-84948799853"	"10.1016/j.jhevol.2015.10.005"	"S0047248415002456"	"Paleoenvironment and possibilities of plant exploitation in the Middle Pleistocene of Schöningen (Germany). Insights from botanical macro-remains and pollen"	"2014-01-10"	89	"92-104"	"Bigga G."	22	NA	18927	26596728	"SCOPUS_ID:84948799853"	0.04	0.38	0	0	0	0	0.38	0	0.01	0.19	1	"2-s2.0-84948799853"	"S0047248415002456"	0.042	0.89	0.068	0.9996	"2-s2.0-84948799853"	"S0047248415002456"	"2014"
"2-s2.0-34247639378"	"10.1016/j.jhevol.2006.11.010"	"S0047248407000346"	"Homoplasy and homology: Dichotomy or continuum?"	"2007-01-01"	52	"473-479"	"Hall B."	78	NA	18927	17434571	"SCOPUS_ID:34247639378"	0	0	0.46	0.01	0	0.43	0	0.1	0	0	2	"2-s2.0-34247639378"	"S0047248407000346"	0.028	0.879	0.093	0.9997	"2-s2.0-34247639378"	"S0047248407000346"	"2007"
"2-s2.0-0026481975"	"10.1016/0047-2484(92)90079-O"	"004724849290079O"	"Anatomy and age of the Lothagam mandible"	"1992-01-01"	22	"439-451"	"Hill A."	14	NA	18927	NA	"SCOPUS_ID:0026481975"	0	0.58	0.02	0	0.36	0	0	0.01	0.03	0	1	"2-s2.0-0026481975"	"004724849290079O"	0.026	0.913	0.061	0.9991	"2-s2.0-0026481975"	"004724849290079O"	"1992"
"2-s2.0-0000178572"	"10.1006/jhev.1996.0018"	"S0047248496900184"	"Evidence for a link between human semicircular canal size and bipedal behaviour"	"1996-01-01"	30	"183-187"	"Spoor F."	33	NA	18927	NA	"SCOPUS_ID:0000178572"	0.75	0	0	0.12	0	0	0	0	0	0.1	0	"2-s2.0-0000178572"	"S0047248496900184"	0	0.942	0.058	0.9186	"2-s2.0-0000178572"	"S0047248496900184"	"1996"
"2-s2.0-0036674187"	"10.1006/jhev.2002.0565"	"S0047248402905658"	"Primate canines from the early Miocene Pinturas Formation, southern Argentina"	"2002-01-01"	43	"127-141"	"Tejedor M."	15	NA	18927	12160712	"SCOPUS_ID:0036674187"	0.11	0.08	0	0	0	0	0	0.52	0.29	0	7	"2-s2.0-0036674187"	"S0047248402905658"	0.032	0.906	0.062	0.9531	"2-s2.0-0036674187"	"S0047248402905658"	"2002"
